,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
670,199594,Paco Montañés,31,Spain,71,71,CD Tenerife,2100.0,7,Right,1.0,3.0,LM,2017,01/01/2019,5.666666667,161.0,3300.0
671,199620,S. Payne,26,England,65,65,Bristol Rovers,600.0,3,Right,1.0,3.0,RS,2018,01/01/2020,5.916666667,163.0,1100.0
672,199633,M. Lowton,29,England,77,77,Burnley,6500.0,50,Right,1.0,2.0,RB,2015,01/01/2021,5.916666667,172.0,12400.0
673,199767,M. van Ginkel,25,Netherlands,79,80,Chelsea,14500.0,98,Right,2.0,3.0,CM,2013,01/01/2020,6.083333333,181.0,27900.0
674,199792,A. Christiansen,28,Denmark,73,73,Malmö FF,4000.0,7,Right,1.0,3.0,RCM,2018,01/01/2022,5.75,165.0,5200.0
676,199915,L. Dunk,26,England,78,81,Brighton & Hove Albion,11000.0,46,Right,1.0,2.0,LCB,2010,01/01/2023,6.333333333,194.0,21700.0
677,199917,J. Forster-Caskey,24,England,67,74,Charlton Athletic,1100.0,4,Left,1.0,3.0,CM,2017,01/01/2019,5.833333333,141.0,2100.0
678,199940,J. Cuevas,30,Argentina,72,72,CD Everton de Viña del Mar,2900.0,4,Left,1.0,3.0,RW,2017,01/01/2018,5.25,139.0,4000.0
679,199960,J. Paterson,26,England,71,72,Bristol City,2800.0,26,Right,1.0,3.0,LM,2016,01/01/2021,5.75,148.0,5500.0
680,199987,J. Cillessen,29,Netherlands,82,84,FC Barcelona,18000.0,135,Right,3.0,1.0,GK,2016,01/01/2021,6.083333333,183.0,38300.0
681,200145,Casemiro,26,Brazil,88,90,Real Madrid,59500.0,285,Right,3.0,2.0,CDM,2013,01/01/2021,6.083333333,185.0,126400.0
682,200215,S. Rode,27,Germany,76,77,Borussia Dortmund,7500.0,40,Right,2.0,3.0,CDM,2016,01/01/2020,5.833333333,165.0,13300.0
684,200408,B. Gibson,25,England,74,80,Burnley,6500.0,37,Left,1.0,2.0,CB,2018,01/01/2022,6.083333333,172.0,13700.0
685,200454,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23500.0,59,Right,2.0,3.0,ST,2018,01/01/2023,5.75,159.0,41700.0
686,200466,V. Eicher,27,Germany,67,69,1. FC Heidenheim 1846,625.0,4,Left,1.0,1.0,GK,2017,01/01/2020,6.25,187.0,1000.0
687,200466,V. Eicher,27,Germany,67,69,FC Heidenheim 1846,625.0,4,Left,1.0,1.0,GK,2017,01/01/2020,6.25,187.0,1000.0
688,200478,J. Hendrick,26,Republic of Ireland,75,77,Burnley,8000.0,46,Right,1.0,3.0,CM,2016,01/01/2019,6.0,185.0,15800.0
689,200529,N. Chadli,28,Belgium,78,78,AS Monaco,10500.0,66,Right,2.0,4.0,LM,2018,01/01/2021,6.166666667,187.0,20000.0
690,200610,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,22000.0,76,Left,2.0,3.0,ST,2016,01/01/2021,5.833333333,187.0,39100.0
691,200630,J. Forrest,26,Scotland,76,76,Celtic,8500.0,48,Right,1.0,4.0,RM,2009,01/01/2022,5.75,170.0,15300.0
692,200647,J. Iličić,30,Slovenia,81,81,Atalanta,17000.0,41,Left,3.0,4.0,CAM,2017,01/01/2021,6.25,174.0,28900.0
693,200714,H. Hope,24,Barbados,60,65,Carlisle United,280.0,2,Right,1.0,2.0,LS,2017,01/01/2019,5.833333333,168.0,511.0
694,200724,Nacho Fernández,28,Spain,83,85,Real Madrid,24500.0,180,Right,2.0,2.0,CB,2010,01/01/2021,5.916666667,168.0,52100.0
695,200752,Juan Jesus,27,Brazil,77,77,Roma,7500.0,51,Left,2.0,2.0,CB,2012,01/01/2020,6.083333333,183.0,12800.0
696,200841,C. Jenkinson,26,England,69,71,Arsenal,1000.0,34,Right,2.0,3.0,RB,2011,01/01/2020,6.083333333,170.0,2000.0
697,200888,Danilo Pereira,26,Portugal,83,86,FC Porto,27000.0,21,Right,3.0,3.0,CDM,2015,01/01/2022,6.166666667,183.0,56000.0
698,200911,B. Stancu,31,Romania,73,73,Bursaspor,3600.0,16,Right,1.0,3.0,ST,2017,01/01/2019,6.0,165.0,7200.0
699,200930,L. Tremolada,26,Italy,70,71,Brescia,2100.0,3,Left,1.0,3.0,CAM,2018,01/01/2021,6.083333333,172.0,3400.0
700,200953,C. Hemlein,27,Germany,66,66,1. FC Kaiserslautern,675.0,2,Right,1.0,3.0,RM,2018,01/01/2020,5.916666667,174.0,979.0
701,200954,D. Thomalla,25,Germany,66,69,1. FC Heidenheim 1846,825.0,4,Right,1.0,3.0,ST,2016,01/01/2020,6.083333333,165.0,1300.0
702,201013,L. Teodorczyk,27,Poland,76,77,Udinese,9000.0,28,Right,2.0,3.0,ST,2018,01/01/2022,6.166666667,190.0,16900.0
703,201025,G. Bussmann,27,France,73,73,1. FSV Mainz 05,3300.0,20,Left,1.0,2.0,LB,2015,01/01/2019,6.0,174.0,5900.0
704,201042,D. Sidibé,25,France,79,80,AS Monaco,12000.0,61,Right,2.0,3.0,RB,2016,01/01/2022,6.0,179.0,23700.0
705,201122,T. Kalas,25,Czech Republic,72,76,Bristol City,3400.0,26,Right,1.0,2.0,LCB,2010,01/01/2021,6.0,176.0,6700.0
706,201139,I. Strinić,30,Croatia,74,74,Milan,4100.0,56,Left,2.0,3.0,LB,2018,01/01/2021,6.083333333,172.0,6900.0
707,201144,M. Badelj,29,Croatia,80,80,Lazio,11500.0,53,Right,2.0,3.0,CDM,2018,01/01/2022,6.083333333,176.0,19600.0
708,201153,Morata,25,Spain,82,85,Chelsea,28500.0,135,Right,3.0,3.0,ST,2017,01/01/2022,6.166666667,187.0,54900.0
709,201155,R. Morrison,25,England,76,79,Lazio,9500.0,40,Right,1.0,3.0,CAM,2015,01/01/2019,5.75,157.0,16900.0
710,201179,A. Donnarumma,27,Italy,66,67,Milan,500.0,15,Right,1.0,1.0,GK,2017,01/01/2021,6.333333333,212.0,888.0
711,201212,A. Thompson,25,Northern Ireland,65,68,Bury,575.0,4,Right,1.0,2.0,CB,2017,01/01/2020,6.0,172.0,1000.0
712,201219,D. Giorico,26,Italy,64,66,Carpi,525.0,1,Right,1.0,3.0,CM,2017,01/01/2021,5.833333333,154.0,853.0
713,201266,K. Kusk,26,Denmark,72,72,Aalborg BK,3300.0,11,Left,1.0,3.0,RM,2018,01/01/2022,5.916666667,148.0,4200.0
714,201290,R. Žulj,26,Austria,72,74,1. FC Union Berlin,3800.0,25,Right,1.0,3.0,CF,2016,30/06/2019,6.166666667,196.0,4585.060806
715,201342,F. Sørensen,26,Denmark,73,76,1. FC Köln,4200.0,16,Right,1.0,2.0,CB,2015,01/01/2021,6.333333333,194.0,6500.0
716,201346,L. Boyce,27,Northern Ireland,70,71,Burton Albion,2100.0,7,Right,1.0,3.0,ST,2017,01/01/2020,6.0,165.0,3800.0
717,201374,Fernández,28,Spain,69,69,Córdoba CF,825.0,5,Right,1.0,2.0,RB,2017,01/01/2021,5.583333333,143.0,1300.0
718,201399,M. Icardi,25,Argentina,87,90,Inter,64500.0,130,Right,3.0,3.0,ST,2013,01/01/2021,5.916666667,165.0,114500.0
719,201400,Rafinha,25,Brazil,82,87,FC Barcelona,29500.0,165,Left,2.0,4.0,CAM,2013,01/01/2020,5.75,157.0,62700.0
720,201401,Campabadal,25,Spain,68,73,CD Lugo,975.0,4,Right,1.0,2.0,RB,2017,01/01/2019,6.0,170.0,1600.0
721,201510,L. Kurzawa,25,France,79,82,Paris Saint-Germain,13000.0,68,Left,2.0,4.0,LB,2015,01/01/2020,6.0,168.0,25000.0
722,201535,R. Varane,25,France,86,91,Real Madrid,50000.0,210,Right,3.0,2.0,RCB,2011,01/01/2022,6.25,179.0,106300.0
729,201862,M. Rojo,28,Argentina,79,79,Manchester United,10000.0,115,Left,3.0,3.0,CB,2014,01/01/2021,6.166666667,176.0,18500.0
730,201884,R. Brady,26,Republic of Ireland,77,78,Burnley,10500.0,52,Left,1.0,4.0,LWB,2017,01/01/2020,5.833333333,170.0,20700.0
733,201921,N. Ajose,26,England,64,64,Charlton Athletic,500.0,3,Right,1.0,2.0,ST,2016,01/01/2019,5.666666667,172.0,875.0
734,201925,K. Kraus,25,Germany,69,72,1. FC Kaiserslautern,1100.0,3,Right,1.0,2.0,RCB,2018,01/01/2021,6.25,201.0,1700.0
735,201936,Kim Jin Hyeon,30,Korea Republic,69,69,Cerezo Osaka,675.0,3,Right,1.0,1.0,GK,2009,01/01/2022,6.333333333,172.0,844.0
736,201942,Roberto Firmino,26,Brazil,86,87,Liverpool,53000.0,195,Right,3.0,4.0,CAM,2015,01/01/2023,5.916666667,168.0,104700.0
737,201986,R. Atassi,27,Morocco,64,67,AS Béziers,450.0,1,Left,1.0,2.0,LCB,2013,01/01/2022,6.0,179.0,821.0
738,202024,R. Freuler,26,Switzerland,76,77,Atalanta,9000.0,26,Right,2.0,3.0,RDM,2016,01/01/2019,5.916666667,170.0,16000.0
739,202084,E. Jelenič,25,Slovenia,69,70,Carpi,1200.0,2,Right,1.0,3.0,RM,2017,01/01/2020,5.916666667,163.0,2000.0
740,202125,J. Bonham,24,Republic of Ireland,61,67,Bristol Rovers,250.0,4,Right,1.0,1.0,GK,2016,30/06/2019,6.333333333,209.0,4585.060806
741,202161,F. Concas,31,Italy,67,67,Carpi,675.0,2,Right,1.0,3.0,RM,2016,01/01/2019,5.833333333,137.0,1000.0
742,202166,J. Draxler,24,Germany,83,86,Paris Saint-Germain,32500.0,91,Right,3.0,4.0,CM,2017,01/01/2021,6.166666667,170.0,62600.0
745,202271,A. Gogia,26,Germany,71,72,1. FC Union Berlin,2800.0,21,Right,1.0,4.0,RW,2017,01/01/2021,5.833333333,159.0,4700.0
746,202276,S. Zoller,27,Germany,73,73,1. FC Köln,4300.0,19,Right,1.0,3.0,ST,2014,01/01/2020,5.833333333,154.0,6400.0
747,202371,T. Meunier,26,Belgium,82,83,Paris Saint-Germain,21000.0,87,Right,2.0,3.0,RM,2016,01/01/2020,6.25,198.0,40400.0
748,202410,Serantes,28,Spain,75,77,CD Leganés,5500.0,21,Right,1.0,1.0,GK,2015,01/01/2020,6.0,159.0,12000.0
749,202482,A. Rodman,31,England,65,65,Bristol Rovers,475.0,3,Right,1.0,3.0,RM,2018,01/01/2020,6.166666667,176.0,831.0
750,202489,D. Bisoli,24,Italy,69,73,Brescia,1300.0,2,Right,1.0,3.0,CAM,2017,01/01/2021,5.916666667,159.0,2200.0
751,202493,Aleix Vidal,28,Spain,77,77,Sevilla FC,7000.0,17,Right,2.0,4.0,RB,2018,01/01/2022,5.833333333,154.0,14700.0
752,202515,Jesé,25,Spain,76,79,Paris Saint-Germain,9500.0,59,Right,2.0,4.0,LM,2016,01/01/2021,5.833333333,159.0,18300.0
753,202539,L. Griffiths,27,Scotland,74,74,Celtic,6000.0,46,Left,1.0,3.0,ST,2014,01/01/2022,5.75,170.0,10800.0
754,202630,A. Kochenkov,31,Russia,68,68,Lokomotiv Moscow,550.0,1,Right,1.0,1.0,GK,2015,01/01/2019,6.416666667,183.0,1200.0
755,202651,Suso,24,Spain,83,86,Milan,33000.0,115,Left,3.0,4.0,RW,2015,01/01/2022,5.75,154.0,58600.0
756,202652,R. Sterling,23,England,86,89,Manchester City,56500.0,195,Right,3.0,4.0,RW,2015,01/01/2023,5.583333333,152.0,108800.0
757,202676,A. Taggart,25,Australia,68,71,Brisbane Roar,1100.0,3,Right,1.0,3.0,ST,2018,01/01/2020,6.0,152.0,1500.0
758,202695,J. Tarkowski,25,England,80,83,Burnley,15500.0,56,Right,1.0,2.0,RCB,2016,01/01/2022,6.333333333,179.0,30600.0
759,202728,D. Bowles,26,Australia,64,65,Brisbane Roar,450.0,2,Right,1.0,2.0,CB,2014,01/01/2019,6.166666667,185.0,596.0
761,202811,E. Martínez,25,Argentina,72,77,Arsenal,3000.0,40,Right,1.0,1.0,GK,2010,01/01/2020,6.333333333,187.0,5800.0
762,202841,J. Carroll,26,Republic of Ireland,60,61,Cambridge United,200.0,2,Left,1.0,2.0,LB,2017,01/01/2019,6.0,172.0,365.0
763,202855,Tan Long,30,China PR,68,68,Changchun Yatai FC,850.0,5,Right,1.0,3.0,LM,2017,01/01/2019,6.083333333,165.0,1800.0
764,202857,K. Bellarabi,28,Germany,81,81,Bayer 04 Leverkusen,18000.0,76,Right,3.0,4.0,RM,2011,01/01/2021,6.0,179.0,30600.0
765,202873,K. Müller,27,Germany,71,72,1. FC Heidenheim 1846,1800.0,7,Right,1.0,1.0,GK,2015,01/01/2020,6.25,198.0,3000.0
766,202884,L. Spinazzola,25,Italy,77,80,Juventus,11000.0,80,Right,2.0,3.0,LM,2010,01/01/2022,6.083333333,165.0,19000.0
767,202915,Quintanilla,27,Spain,67,69,Córdoba CF,750.0,3,Right,1.0,2.0,RCB,2018,01/01/2020,6.0,174.0,1200.0
768,203038,Lucas Piazon,24,Brazil,72,77,Chelsea,4200.0,55,Right,1.0,3.0,RW,2012,01/01/2020,6.0,161.0,8000.0
769,203145,G. Taft,24,England,61,63,Cambridge United,260.0,2,Left,1.0,2.0,LCB,2018,01/01/2020,6.25,163.0,475.0
770,203173,Noguera,28,Spain,69,69,CD Numancia,1100.0,6,Right,1.0,3.0,RM,2018,01/01/2020,5.75,159.0,1700.0
771,203216,Héctor,27,Spain,69,70,CD Tenerife,975.0,5,Left,1.0,3.0,LB,2018,01/01/2019,5.583333333,150.0,1600.0
772,203239,Caio Secco,27,Brazil,73,75,CD Feirense,3200.0,8,Right,1.0,1.0,GK,2017,01/01/2019,6.333333333,194.0,7000.0
773,203297,Cidinho,25,Brazil,64,69,AS Béziers,600.0,1,Right,1.0,3.0,CAM,2017,01/01/2022,5.583333333,139.0,1100.0
774,203316,A. Smith,25,England,63,65,Bristol Rovers,325.0,2,Right,1.0,1.0,GK,2017,01/01/2019,6.166666667,154.0,593.0
775,203376,V. van Dijk,26,Netherlands,86,88,Liverpool,44500.0,165,Right,3.0,2.0,LCB,2018,01/01/2023,6.333333333,203.0,87900.0
776,203486,T. Hazard,25,Belgium,81,83,Borussia Mönchengladbach,21500.0,40,Right,2.0,4.0,RW,2015,01/01/2020,5.75,152.0,38200.0
777,203502,B. Reid,25,England,73,78,Cardiff City,5500.0,37,Right,1.0,3.0,ST,2018,01/01/2022,5.583333333,150.0,11400.0
778,203551,A. Florenzi,27,Italy,82,83,Roma,20500.0,73,Right,3.0,4.0,RB,2010,01/01/2023,5.666666667,148.0,36400.0
779,203574,J. Stones,24,England,83,87,Manchester City,28500.0,125,Right,2.0,3.0,RCB,2016,01/01/2022,6.166666667,154.0,54900.0
780,203590,F. Hübner,27,Germany,72,74,1. FC Union Berlin,3000.0,20,Right,1.0,2.0,LCB,2018,01/01/2020,6.333333333,185.0,5100.0
783,203668,A. Donnarumma,27,Italy,75,75,Brescia,7000.0,6,Right,1.0,3.0,LS,2018,01/01/2022,5.916666667,165.0,10900.0
784,203725,V. Misidjan,24,Netherlands,74,77,1. FC Nürnberg,7000.0,20,Right,1.0,3.0,RM,2018,01/01/2021,5.666666667,134.0,13100.0
785,203747,Héctor Bellerín,23,Spain,80,85,Arsenal,16500.0,85,Right,3.0,3.0,RB,2014,01/01/2023,5.833333333,163.0,32600.0
786,203795,B. Romo,29,Chile,67,67,CD Antofagasta,600.0,2,Right,1.0,2.0,LCB,2017,01/01/2018,6.083333333,190.0,810.0
787,203841,N. Pope,26,England,80,83,Burnley,13000.0,48,Right,1.0,1.0,GK,2016,01/01/2020,6.583333333,168.0,25700.0
788,203859,L. Aveldaño,32,Argentina,68,68,CD Tenerife,525.0,4,Right,1.0,2.0,CB,2017,01/01/2019,6.083333333,181.0,840.0
789,203863,L. Fariña,27,Argentina,68,68,CD Aves,950.0,5,Right,1.0,4.0,CAM,2017,01/01/2020,5.833333333,159.0,2000.0
790,203890,S. Vrsaljko,26,Croatia,81,84,Inter,18000.0,57,Right,2.0,3.0,RB,2016,30/06/2019,5.916666667,168.0,4585.060806
791,203898,K. Rimane,27,France,64,66,Paris Saint-Germain,450.0,12,Right,1.0,2.0,CB,2014,01/01/2020,5.916666667,174.0,866.0
792,203910,A. Knockaert,26,France,76,76,Brighton & Hove Albion,8500.0,44,Left,1.0,4.0,RM,2016,01/01/2022,5.666666667,152.0,16200.0
793,204007,T. Nichols,24,England,60,62,Bristol Rovers,260.0,2,Right,1.0,2.0,LS,2017,01/01/2019,5.833333333,165.0,475.0
794,204024,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,17000.0,35,Right,2.0,3.0,CDM,2016,01/01/2021,6.25,168.0,30200.0
795,204050,S. Vergini,29,Argentina,70,70,Bursaspor,1400.0,10,Right,1.0,2.0,CB,2018,01/01/2021,6.25,183.0,2800.0
797,204120,T. Vaclík,29,Czech Republic,80,81,Sevilla FC,11500.0,17,Right,1.0,1.0,GK,2018,01/01/2021,6.166666667,187.0,25000.0
798,204156,S. Sanogo,29,Ivory Coast,76,76,BSC Young Boys,6000.0,22,Left,1.0,3.0,LCM,2014,01/01/2021,6.0,179.0,9000.0
799,204213,I. Latovlevici,32,Romania,71,71,Bursaspor,1300.0,11,Left,1.0,3.0,LM,2018,01/01/2019,5.75,163.0,2600.0
800,204234,Edgar Badía,26,Spain,73,77,CF Reus Deportiu,3600.0,6,Right,1.0,1.0,GK,2016,01/01/2019,5.916666667,174.0,5900.0
801,204248,C. Gameiro,25,Australia,62,67,Central Coast Mariners,400.0,1,Right,1.0,2.0,ST,2018,01/01/2019,5.833333333,148.0,530.0
802,204277,Roque Mesa,29,Spain,79,79,Sevilla FC,10000.0,20,Right,2.0,3.0,CDM,2018,01/01/2021,5.583333333,163.0,21000.0
803,204280,Cristian Herrera,27,Spain,72,73,CD Lugo,3600.0,8,Left,1.0,3.0,LS,2017,01/01/2021,6.166666667,187.0,6100.0
805,204347,Bernardo,24,Spain,71,78,CD Lugo,2800.0,5,Right,1.0,2.0,CB,2017,01/01/2019,6.25,187.0,5100.0
806,204366,J. Locadia,24,Netherlands,75,79,Brighton & Hove Albion,9000.0,40,Right,1.0,3.0,ST,2018,01/01/2022,6.083333333,192.0,17800.0
807,204420,J. Sternberg,25,Germany,65,67,1. FC Kaiserslautern,550.0,2,Left,1.0,3.0,LB,2018,01/01/2021,6.0,170.0,839.0
808,204426,J. Melling,23,Australia,61,63,Central Coast Mariners,260.0,1,Right,1.0,2.0,CDM,2018,01/01/2020,5.75,157.0,345.0
809,204450,P. Diamanka,28,Senegal,74,74,CD Numancia,4600.0,10,Right,1.0,3.0,RCM,2017,01/01/2019,6.0,159.0,7300.0
810,204464,J. Ralls,24,England,74,79,Cardiff City,7500.0,34,Left,1.0,3.0,RCM,2011,01/01/2022,5.833333333,154.0,15600.0
811,204474,Dani Nieto,27,Spain,69,69,CD Numancia,1100.0,6,Left,1.0,3.0,RM,2017,01/01/2019,5.666666667,132.0,1800.0
812,204485,R. Mahrez,27,Algeria,85,85,Manchester City,40500.0,205,Left,3.0,5.0,RW,2018,01/01/2023,5.833333333,148.0,74900.0
813,204496,P. Bauer,25,Germany,70,74,Charlton Athletic,1900.0,7,Right,1.0,2.0,RCB,2015,01/01/2019,6.333333333,194.0,3500.0
814,204501,D. Leadbitter,27,England,60,60,Bristol Rovers,170.0,2,Right,1.0,2.0,RB,2014,01/01/2020,6.0,168.0,298.0
815,204676,Gus Ledes,25,Portugal,70,73,CF Reus Deportiu,1900.0,5,Left,1.0,3.0,CDM,2017,01/01/2019,5.666666667,154.0,3000.0
816,204731,Joãozinho,28,Portugal,69,69,CD Tondela,825.0,3,Left,1.0,3.0,LB,2017,01/01/2019,6.083333333,159.0,1700.0
817,204737,Salvador Agra,26,Portugal,70,70,Cádiz CF,1900.0,7,Right,1.0,3.0,RM,2016,30/06/2019,5.416666667,134.0,4585.060806
818,204760,C. Taylor,24,England,74,78,Burnley,6000.0,33,Left,1.0,3.0,LB,2017,01/01/2021,6.083333333,154.0,11900.0
819,204823,Nildo Petrolina,32,Brazil,73,73,CD Aves,3100.0,12,Left,1.0,3.0,LW,2017,01/01/2019,5.75,134.0,6500.0
820,204849,M. Bueno,24,Mexico,68,75,CD Everton de Viña del Mar,1300.0,11,Right,1.0,3.0,ST,2016,31/12/2018,6.0,159.0,4585.060806
821,204876,Clerc,26,Spain,70,73,CA Osasuna,1800.0,6,Left,1.0,3.0,LB,2016,01/01/2019,6.0,152.0,3000.0
822,204884,B. Mendy,23,France,81,86,Manchester City,20000.0,105,Left,2.0,3.0,LB,2017,01/01/2022,6.083333333,187.0,38500.0
823,204939,O. Petrák,26,Czech Republic,70,73,1. FC Nürnberg,1800.0,12,Right,1.0,3.0,CDM,2014,01/01/2020,6.083333333,174.0,3500.0
824,204963,Carvajal,26,Spain,84,87,Real Madrid,31500.0,185,Right,3.0,3.0,RB,2013,01/01/2022,5.666666667,161.0,66900.0
825,205069,Bernat,25,Spain,76,77,Paris Saint-Germain,7500.0,54,Left,2.0,4.0,LB,2018,01/01/2021,5.583333333,148.0,14400.0
826,205145,S. Fraser,23,Scotland,60,69,Burton Albion,325.0,2,Left,1.0,2.0,LCM,2018,01/01/2020,6.0,152.0,634.0
827,205158,Guillermo,25,Spain,71,76,CD Numancia,3200.0,8,Right,1.0,3.0,ST,2017,01/01/2020,5.916666667,163.0,5300.0
828,205192,Denis Suárez,24,Spain,79,86,FC Barcelona,17500.0,120,Right,2.0,3.0,CM,2016,01/01/2020,5.75,152.0,39400.0
829,205194,Ewerton,29,Brazil,74,74,1. FC Nürnberg,4400.0,20,Left,2.0,2.0,CB,2017,01/01/2020,6.166666667,196.0,7900.0
830,205210,O. Lewicki,25,Sweden,72,75,Malmö FF,3300.0,5,Right,1.0,2.0,LCM,2015,01/01/2020,5.583333333,150.0,4500.0
832,205216,Sérgio Marakis,26,Portugal,67,69,CD Nacional,775.0,4,Right,1.0,2.0,CDM,2018,01/01/2019,5.833333333,168.0,1700.0
833,205243,M. Wagué,27,Mali,73,75,Udinese,3900.0,19,Right,1.0,2.0,CB,2017,01/01/2019,6.25,192.0,7300.0
834,205361,L. O'Neil,24,England,60,61,Cambridge United,210.0,2,Right,1.0,2.0,CDM,2017,01/01/2020,5.916666667,176.0,383.0
835,205402,J. Boëtius,24,Netherlands,74,78,1. FSV Mainz 05,7500.0,22,Right,1.0,4.0,CAM,2018,01/01/2022,5.833333333,168.0,14100.0
836,205452,A. Rüdiger,25,Germany,82,84,Chelsea,22500.0,110,Right,2.0,2.0,CB,2017,01/01/2022,6.25,187.0,43300.0
837,205469,S. Kverkvelia,26,Georgia,76,80,Lokomotiv Moscow,8500.0,1,Right,1.0,2.0,CB,2017,01/01/2021,6.416666667,192.0,18500.0
838,205496,Nicolas,30,Brazil,69,69,Udinese,675.0,2,Right,1.0,1.0,GK,2016,30/06/2019,6.25,187.0,4585.060806
840,205553,L. Ceppitelli,28,Italy,72,73,Cagliari,2800.0,21,Right,1.0,2.0,LCB,2014,01/01/2020,6.166666667,183.0,5000.0
841,205566,Alberto Moreno,25,Spain,77,79,Liverpool,9000.0,76,Left,2.0,3.0,LB,2014,01/01/2019,5.583333333,143.0,17800.0
842,205600,S. Umtiti,24,France,87,92,FC Barcelona,57000.0,205,Left,3.0,2.0,CB,2016,01/01/2023,6.0,165.0,121100.0
843,205633,L. Castro,29,Argentina,78,78,Cagliari,10000.0,36,Right,2.0,4.0,CM,2018,01/01/2021,6.0,172.0,17000.0
844,205659,A. Cragno,24,Italy,78,84,Cagliari,10500.0,21,Right,1.0,1.0,GK,2014,01/01/2022,6.0,172.0,20000.0
845,205674,Fran Carbia,26,Spain,68,69,CF Reus Deportiu,1100.0,4,Right,1.0,3.0,RM,2013,01/01/2019,5.666666667,148.0,1700.0
846,205720,A. Longhi,29,Italy,65,65,Brescia,400.0,1,Left,1.0,2.0,LB,2017,01/01/2019,5.916666667,170.0,620.0
847,205753,E. Salli,25,Cameroon,69,70,1. FC Nürnberg,1200.0,11,Right,1.0,4.0,LM,2016,01/01/2019,5.583333333,157.0,2300.0
848,205846,David Bruno,26,Portugal,67,70,CD Tondela,775.0,2,Right,1.0,2.0,RB,2017,01/01/2019,5.75,159.0,1700.0
849,205850,L. Pavoletti,29,Italy,78,78,Cagliari,10500.0,39,Right,2.0,3.0,RS,2018,01/01/2022,6.166666667,187.0,17900.0
852,205985,I. Kiese Thelin,26,Sweden,72,74,Bayer 04 Leverkusen,3800.0,16,Right,1.0,3.0,ST,2016,30/06/2019,6.166666667,181.0,4585.060806
853,205988,L. Shaw,22,England,80,85,Manchester United,16500.0,96,Left,2.0,3.0,LB,2014,01/01/2023,5.916666667,165.0,31800.0
854,206018,I. Vetokele,26,Angola,67,69,Charlton Athletic,925.0,5,Right,1.0,3.0,ST,2014,01/01/2019,5.666666667,163.0,1700.0
855,206032,Pol,26,Spain,64,67,CF Reus Deportiu,400.0,2,Right,1.0,1.0,GK,2018,01/01/2021,6.25,176.0,650.0
856,206058,M. De Sciglio,25,Italy,78,81,Juventus,10500.0,78,Right,2.0,3.0,RB,2017,01/01/2022,6.0,172.0,18100.0
857,206083,J. Murphy,23,England,70,77,Cardiff City,2500.0,21,Right,1.0,3.0,LM,2018,01/01/2022,5.666666667,148.0,5500.0
858,206098,Patric,25,Spain,72,75,Lazio,3200.0,26,Right,1.0,2.0,RB,2015,01/01/2019,6.0,159.0,5700.0
859,206113,S. Gnabry,22,Germany,83,88,FC Bayern München,34500.0,85,Right,2.0,4.0,ST,2017,01/01/2020,5.75,165.0,59500.0
860,206134,D. Cole,23,England,66,73,Burton Albion,925.0,14,Right,1.0,2.0,ST,2016,30/06/2019,6.083333333,161.0,4585.060806
861,206147,M. Antonsson,27,Sweden,71,72,Malmö FF,2800.0,6,Right,1.0,3.0,LS,2018,01/01/2021,6.0,176.0,3800.0
862,206159,S. Sabelli,25,Italy,68,71,Brescia,925.0,2,Right,1.0,2.0,RB,2018,01/01/2021,5.916666667,163.0,1500.0
863,206317,N. Bitton,26,Israel,71,72,Celtic,2300.0,28,Right,1.0,3.0,CDM,2013,01/01/2020,6.333333333,185.0,4300.0
866,206467,A. Plea,25,France,81,83,Borussia Mönchengladbach,22000.0,40,Right,2.0,4.0,LW,2018,01/01/2023,5.916666667,174.0,39100.0
867,206517,J. Grealish,22,England,76,84,Aston Villa,11500.0,18,Right,1.0,4.0,LCM,2012,01/01/2023,5.75,150.0,24200.0
869,206567,A. Campbell,23,England,57,62,Carlisle United,140.0,1,Right,1.0,2.0,RM,2016,02/01/2019,5.583333333,161.0,4585.060806
870,206585,Kepa,23,Spain,83,91,Chelsea,28500.0,84,Right,1.0,1.0,GK,2018,01/01/2025,6.083333333,187.0,58400.0
871,206591,M. Weiser,24,Germany,77,82,Bayer 04 Leverkusen,10000.0,43,Right,2.0,4.0,RB,2018,01/01/2023,5.833333333,157.0,17800.0
872,206594,S. March,23,England,73,77,Brighton & Hove Albion,5000.0,31,Left,1.0,3.0,CAM,2013,01/01/2022,5.916666667,170.0,9900.0
873,206626,M. Ishak,25,Sweden,73,76,1. FC Nürnberg,5000.0,20,Right,1.0,3.0,ST,2017,01/01/2020,6.083333333,179.0,9400.0
874,206651,Roberto Torres,29,Spain,72,72,CA Osasuna,3000.0,9,Right,1.0,3.0,CAM,2011,01/01/2020,5.833333333,159.0,4900.0
875,207410,M. Kovačić,24,Croatia,83,89,Chelsea,35000.0,165,Right,3.0,4.0,LCM,2016,30/06/2019,5.75,172.0,4585.060806
876,207428,J. Valencia,26,Colombia,67,69,CD Feirense,925.0,5,Right,1.0,3.0,ST,2017,01/01/2020,6.166666667,179.0,2000.0
